,Hospital,City,State,ZIP Code,Score,Score URL
1015,Buffalo General Medical Center,Buffalo,NY,14203-1154,52.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1016,Mount St. Mary's Hospital and Health Center,Lewiston,NY,14092-1903,50.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1017,New York-Presbyterian Hudson Valley Hospital,Cortlandt Manor,NY,10567-4182,49.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1018,Westchester Medical Center,Valhalla,NY,10595-1530,49.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1019,Our Lady of Lourdes Medical Center,Binghamton,NY,13905-4246,49.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1020,Glens Falls Hospital,Glens Falls,NY,12801-4413,48.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1021,Nyack Hospital,Nyack,NY,10960-1998,47.9,/best-hospitals/area/co/national-jewish-health-6840315/pul
1022,St. Luke's Cornwall Hospital,Newburgh,NY,12550-4851,47.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1023,United Health Services Hospitals-Binghamton,Binghamton,NY,13903-1678,47.2,/best-hospitals/area/co/national-jewish-health-6840315/pu
1024,NYC Health and Hospitals-Elmhurst,Elmhurst,NY,11373-1329,46.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1025,Montefiore New Rochelle Hospital,New Rochelle,NY,10801-5502,46.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1026,Good Samaritan Hospital Medical Center,West Islip,NY,11795-4927,46.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1027,SUNY Downstate Medical Center University Hospital,Brooklyn,NY,11203-2012,46.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" pref"
1028,St. Joseph's Hospital (Bethpage),Bethpage,NY,11714-5769,45.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1029,Cayuga Medical Center at Ithaca,Ithaca,NY,14850-1342,45.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1030,Peconic Bay Medical Center,Riverhead,NY,11901-2031,45.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1031,Glen Cove Hospital,Glen Cove,NY,11542-2254,45.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1032,Samaritan Hospital-Main Campus,Troy,NY,12180-2475,45.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1033,Arnot Ogden Medical Center,Elmira,NY,14905-1629,44.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1034,F. F. Thompson Hospital,Canandaigua,NY,14424-1731,44.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1035,Putnam Hospital Center,Carmel,NY,10512-3997,43.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1036,Crouse Hospital,Syracuse,NY,13210-1690,43.7,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1037,Samaritan Medical Center,Watertown,NY,13601-4034,43.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1038,Brookhaven Memorial Hospital Medical Center,Patchogue,NY,11772-4897,43.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"
1039,Erie County Medical Center,Buffalo,NY,14215-3098,42.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1040,CHS Sisters of Charity Hospital,Buffalo,NY,14214-2692,42.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1041,Kenmore Mercy Hospital,Kenmore,NY,14217-1390,42.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1042,Mercy Hospital of Buffalo,Buffalo,NY,14220-2095,41.6,/best-hospitals/area/co/national-jewish-health-6840315/pul
1043,Cortland Regional Medical Center,Cortland,NY,13045-1206,41.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1044,NYC Health and Hospitals-Queens,Jamaica,NY,11432-1104,41.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1045,Ellis Hospital,Schenectady,NY,12308-2425,40.3,/best-hospitals/area/co/national-jewish-health-6840315/pul
1046,St. Elizabeth Medical Center,Utica,NY,13501-5999,39.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1047,Rome Memorial Hospital,Rome,NY,13440-2844,39.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1048,BronxCare Health System-Bronx,Bronx,NY,10456-3499,39.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1049,Olean General Hospital,Olean,NY,14760-1513,38.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1050,NYC Health and Hospitals-Jacobi,Bronx,NY,10461-1197,38.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1051,Wyckoff Heights Medical Center,Brooklyn,NY,11237-4006,37.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1052,NYC Health and Hospitals-Coney Island,Brooklyn,NY,11235-7795,37.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1053,Mary Imogene Bassett Hospital,Cooperstown,NY,13326-1394,37.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1054,St. Mary's Healthcare-Amsterdam,Amsterdam,NY,12010-1054,36.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1055,Good Samaritan Hospital (Suffern),Suffern,NY,10901-4869,36.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1056,Finger Lakes Hospital,Geneva,NY,14456-1694,35.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1057,Faxton-St. Luke's Healthcare,Utica,NY,13502-4830,35.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1058,Kingsbrook Jewish Medical Center,Brooklyn,NY,11203-1891,34.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1059,Brooklyn Hospital Center,Brooklyn,NY,11201-5425,32.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1060,Jamaica Hospital Medical Center,Jamaica,NY,11418-2832,31.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1061,St. John's Episcopal Hospital-South Shore,Far Rockaway,NY,11691-4423,29.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1062,New York Community Hospital,Brooklyn,NY,11229-1705,28.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1063,St. Catherine of Siena Medical Center,Smithtown,NY,11787-1348,28.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1064,Flushing Hospital Medical Center,Flushing,NY,11355-2205,26.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1065,Richmond University Medical Center,Staten Island,NY,10310-1664,21.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1066,Nassau University Medical Center,East Meadow,NY,11554-1859,15.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1067,Calvary Hospital,Bronx,NY,10461-2392,0.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1068,Duke University Hospital,Durham,NC,27705-4699,72.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1069,Duke Regional Hospital,Durham,NC,27704-2763,66.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1070,University of North Carolina Hospital,Chapel Hill,NC,27514-4220,65.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1071,Vidant Medical Center,Greenville,NC,27834-2818,63.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1072,Wake Forest Baptist Medical Center,Winston-Salem,NC,27157-0001,62.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1073,Novant Health Matthews Medical Center,Matthews,NC,28105-4656,60.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1074,Rex Hospital,Raleigh,NC,27607-6599,59.2,/best-hospitals/area/co/national-jewish-health-6840315/pul
1075,CaroMont Regional Medical Center,Gastonia,NC,28054-2140,57.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1076,FirstHealth Hospitals,Pinehurst,NC,28374-8710,56.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1077,Cone Health,Greensboro,NC,27401-1020,55.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1078,Forsyth Medical Center,Winston-Salem,NC,27103-3090,54.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1079,Carolinas Medical Center,Charlotte,NC,28203-5871,54.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1080,Duke Raleigh Hospital,Raleigh,NC,27609-7373,53.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1081,Mission St. Joseph's Health System,Asheville,NC,28801-4690,51.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1082,Novant Health Presbyterian Medical Center,Charlotte,NC,28204-2528,51.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0"
1083,Cape Fear Valley Medical Center,Fayetteville,NC,28304-3431,51.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1084,Carolinas Healthcare System Stanly,Albemarle,NC,28001-3441,49.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1085,New Hanover Regional Medical Center,Wilmington,NC,28401-7483,49.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1086,Northern Hospital of Surry County,Mount Airy,NC,27030-5365,49.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1087,Pardee Hospital,Hendersonville,NC,28791-3410,47.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1088,Carolinas Healthcare System Pineville,Charlotte,NC,28210-8407,47.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1089,Carolinas Healthcare System Lincoln,Lincolnton,NC,28092-4147,47.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1090,Nash General Hospital,Rocky Mount,NC,27804-2237,47.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1091,High Point Regional Health System,High Point,NC,27262-4398,47.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1092,Iredell Memorial Hospital,Statesville,NC,28677-4107,47.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1093,Carolinas Medical Center Union,Monroe,NC,28112-6000,45.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1094,WakeMed Raleigh Campus,Raleigh,NC,27610-1295,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1095,Johnston Memorial Hospital (Smithfield),Smithfield,NC,27577-4407,45.1,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1096,Carolinas Medical Center NorthEast,Concord,NC,28025-2983,44.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1097,Carolinas HealthCare Blue Ridge Morganton,Morganton,NC,28655-4058,44.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1098,Carolinas Healthcare System Cleveland,Shelby,NC,28150-3917,43.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1099,Frye Regional Medical Center,Hickory,NC,28601-5049,43.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1100,CarolinaEast Medical Center,New Bern,NC,28560-3499,43.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1101,Wayne Memorial Hospital (Goldsboro),Goldsboro,NC,27534-9494,43.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1102,Alamance Regional Medical Center,Burlington,NC,27215-8700,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1103,Southeastern Regional Medical Center,Lumberton,NC,28358-3075,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1104,WakeMed Cary Hospital,Cary,NC,27518-6616,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1105,Carteret General Hospital,Morehead City,NC,28557-2901,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1106,Onslow Memorial Hospital,Jacksonville,NC,28546-6379,39.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1107,Wilson Medical Center-North Carolina,Wilson,NC,27893-3428,38.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1108,Sentara Albemarle Hospital,Elizabeth City,NC,27909-3473,38.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1109,Rutherford Regional Health System-Rutherfordton,Rutherfordton,NC,28139-2838,37.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1110,Halifax Regional Medical Center,Roanoke Rapids,NC,27870-4914,37.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1111,Catawba Valley Medical Center,Hickory,NC,28602-9643,33.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1112,Lenoir Memorial Hospital,Kinston,NC,28501-1634,31.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1113,Novant Health Rowan Medical Center,Salisbury,NC,28144-2799,30.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1114,Maria Parham Medical Center,Henderson,NC,27536-2927,28.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1115,Harnett Health System-Dunn,Dunn,NC,28334-5599,24.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1116,UNC Rockingham Health Care-Eden,Eden,NC,27288-5201,20.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1117,CHI St. Alexius Health-Bismarck,Bismarck,ND,58501-4586,70.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1118,Altru Health System-Grand Forks,Grand Forks,ND,58201-4036,69.6,/best-hospitals/area/co/national-jewish-health-6840315/pul
1119,Sanford Medical Center Bismarck,Bismarck,ND,58501-4439,66.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1120,Essentia Health-Fargo,Fargo,ND,58103,57.2,/best-hospitals/area/co/national-jewish-health-6840315/pul
1121,Sanford Medical Center Fargo,Fargo,ND,58122-3641,56.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1122,Trinity Health-Minot,Minot,ND,58701-4406,46.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1123,Cleveland Clinic,Cleveland,OH,44195-5108,83.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1124,Hillcrest Hospital,Cleveland,OH,44124-2203,70.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1125,Miami Valley Hospital,Dayton,OH,45409-2793,70.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1126,The Ohio State University Hospital,Columbus,OH,43210-1240,69.8,"racking-id=""scorecard-specialty-click"" href=""/best-hospitals/area/co/nation"
1127,Fairview Hospital (Cleveland),Cleveland,OH,44111-5656,68.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1128,Akron General Medical Center,Akron,OH,44307-2433,66.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1129,Good Samaritan Hospital (Cincinnati),Cincinnati,OH,45220-2489,64.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1130,South Pointe Hospital,Mayfield Heights,OH,44124,63.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1131,University Hospitals Ahuja Medical Center,Beachwood,OH,44122-6046,62.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0"
1132,Aultman Hospital,Canton,OH,44710-1702,62.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1133,Bethesda North Hospital,Cincinnati,OH,45242-4402,60.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1134,Summa Akron City Hospital,Akron,OH,44304-1619,60.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1135,University Hospitals Cleveland Medical Center,Cleveland,OH,44106-1716,59.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1136,The Toledo Hospital,Toledo,OH,43606-3896,59.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1137,UH Portage Medical Center,Ravenna,OH,44266-3929,58.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1138,Southwest General Health Center,Middleburg Heights,OH,44130-3497,58.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1139,MetroHealth Medical Center,Cleveland,OH,44109-1998,58.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1140,Mercy Health-St. Elizabeth Youngstown Hospital,Youngstown,OH,44504-1096,57.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1141,St. Elizabeth Boardman Health Center,Boardman,OH,44512-6777,57.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1142,OhioHealth Doctors Hospital,Columbus,OH,43228-1607,57.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
